id,Acer_Capillipes,Acer_Circinatum,Acer_Mono,Acer_Opalus,Acer_Palmatum,Acer_Pictum,Acer_Platanoids,Acer_Rubrum,Acer_Rufinerve,Acer_Saccharinum,Alnus_Cordata,Alnus_Maximowiczii,Alnus_Rubra,Alnus_Sieboldiana,Alnus_Viridis,Arundinaria_Simonii,Betula_Austrosinensis,Betula_Pendula,Callicarpa_Bodinieri,Castanea_Sativa,Celtis_Koraiensis,Cercis_Siliquastrum,Cornus_Chinensis,Cornus_Controversa,Cornus_Macrophylla,Cotinus_Coggygria,Crataegus_Monogyna,Cytisus_Battandieri,Eucalyptus_Glaucescens,Eucalyptus_Neglecta,Eucalyptus_Urnigera,Fagus_Sylvatica,Ginkgo_Biloba,Ilex_Aquifolium,Ilex_Cornuta,Liquidambar_Styraciflua,Liriodendron_Tulipifera,Lithocarpus_Cleistocarpus,Lithocarpus_Edulis,Magnolia_Heptapeta,Magnolia_Salicifolia,Morus_Nigra,Olea_Europaea,Phildelphus,Populus_Adenopoda,Populus_Grandidentata,Populus_Nigra,Prunus_Avium,Prunus_X_Shmittii,Pterocarya_Stenoptera,Quercus_Afares,Quercus_Agrifolia,Quercus_Alnifolia,Quercus_Brantii,Quercus_Canariensis,Quercus_Castaneifolia,Quercus_Cerris,Quercus_Chrysolepis,Quercus_Coccifera,Quercus_Coccinea,Quercus_Crassifolia,Quercus_Crassipes,Quercus_Dolicholepis,Quercus_Ellipsoidalis,Quercus_Greggii,Quercus_Hartwissiana,Quercus_Ilex,Quercus_Imbricaria,Quercus_Infectoria_sub,Quercus_Kewensis,Quercus_Nigra,Quercus_Palustris,Quercus_Phellos,Quercus_Phillyraeoides,Quercus_Pontica,Quercus_Pubescens,Quercus_Pyrenaica,Quercus_Rhysophylla,Quercus_Rubra,Quercus_Semecarpifolia,Quercus_Shumardii,Quercus_Suber,Quercus_Texana,Quercus_Trojana,Quercus_Variabilis,Quercus_Vulcanica,Quercus_x_Hispanica,Quercus_x_Turneri,Rhododendron_x_Russellianum,Salix_Fragilis,Salix_Intergra,Sorbus_Aria,Tilia_Oliveri,Tilia_Platyphyllos,Tilia_Tomentosa,Ulmus_Bergmanniana,Viburnum_Tinus,Viburnum_x_Rhytidophylloides,Zelkova_Serrata
346,7.43539729786e-10,1.95033567074e-09,9.89725445696e-13,2.73153695218e-08,1.273551542e-10,6.43959822355e-07,1.39551046274e-08,1.45148185138e-10,3.42030574529e-07,1.15955925417e-11,1.06242532638e-06,6.82187054242e-13,5.92182871628e-08,8.42019509673e-12,2.69554880106e-06,4.13232476015e-10,1.17100689749e-05,2.14616388897e-12,3.62999741377e-10,7.32016045002e-11,2.58262318198e-08,3.13097636706e-08,4.56104487512e-09,2.18600797186e-11,2.33661657731e-12,7.63323571018e-11,4.21421373176e-06,6.20104515292e-07,7.08321312715e-09,2.47007236887e-09,3.74477185372e-12,1.26992854348e-05,6.84155452291e-07,1.06841993586e-10,2.14934829046e-07,3.68914032656e-09,1.79860037974e-07,5.67134428309e-09,5.72910552332e-10,4.29894830845e-09,2.00580818621e-09,2.91397583396e-07,4.18603690377e-07,9.42058930864e-12,9.31591337405e-09,7.31777021201e-08,0.000118642565212,8.3939131687e-12,2.5683696836e-10,1.80936488015e-09,9.07815433493e-07,0.932594239712,6.48417387492e-12,3.0450507893e-06,2.73347178226e-11,1.26663326228e-06,0.000162524025654,1.71378850781e-12,2.23539145527e-10,1.0706037834e-08,5.76914557793e-12,8.09669605667e-12,9.35987311962e-12,2.23312968117e-09,0.000273678888334,3.89440424353e-10,3.74772390899e-08,6.04626678585e-12,5.34544586372e-09,4.3296893848e-10,2.71480303515e-11,9.45939073599e-12,2.73228351944e-07,2.30124209619e-12,0.000210792408325,4.35005887311e-07,4.97913715195e-14,4.0147551772e-06,0.000489628873765,3.53955698085e-10,2.18043556544e-08,6.35906771684e-10,4.07577331885e-08,0.0652770996094,0.000818908098154,3.30297123203e-13,9.91572885541e-14,3.10375718182e-11,7.24036272004e-06,1.1028457661e-11,2.21406679657e-08,3.14944763602e-08,3.55961066179e-10,2.85893349883e-07,7.44695825006e-08,1.94786228813e-10,1.05206728745e-12,7.99948736585e-07,1.01557061372e-11
347,1.0356472302e-07,6.20355546446e-13,2.41037469095e-06,1.45365515891e-06,1.76347087974e-12,2.99853253338e-10,3.7525726384e-06,5.78546496399e-06,4.46330333803e-10,4.32797651884e-11,5.04668200563e-08,7.18126855759e-08,6.73373051541e-07,4.04429187029e-07,3.82720188874e-10,1.68413658019e-10,1.92198557417e-12,0.000253523903666,1.48429580804e-05,4.65603670818e-06,1.56698864995e-09,1.77918277333e-10,2.16877626968e-11,4.09583533756e-10,9.78187244982e-07,2.87655205211e-10,1.5110042384e-10,1.4424154926e-10,4.1217795399e-08,9.06316000027e-09,4.55663939647e-05,3.02913694128e-10,2.62532218187e-10,3.99086430569e-10,7.60517870901e-09,7.40791872289e-10,2.80611693881e-08,3.90625934377e-11,2.42477732337e-10,1.8319464834e-09,6.32264196554e-09,8.74719940924e-09,2.26463003905e-09,7.45073566577e-06,1.27938850625e-08,1.30407561301e-05,9.68325863937e-10,4.33559904423e-07,3.87841782867e-06,5.71870878048e-05,1.70566927409e-05,3.92079814795e-12,0.00153269094881,1.68348724401e-05,7.13773533789e-06,3.53839868694e-06,5.89386109362e-11,1.86820315662e-07,6.08909488164e-07,1.01559464838e-07,6.32736237094e-06,8.96439132703e-07,9.40143536354e-08,1.1460492999e-08,3.67784552813e-11,5.23584901657e-07,1.77471670693e-09,2.43119853138e-08,0.00202678446658,0.105749174953,2.7337199171e-08,3.85224353749e-07,2.23771112181e-14,0.000235041734413,6.02780672598e-12,5.98579186217e-09,0.000835856597405,1.07012669559e-10,1.07813616975e-12,1.8592860215e-05,1.11496582633e-07,0.000162177631864,2.71719841294e-07,4.83021733722e-10,1.65163091537e-11,0.000431598542491,0.88849157095,2.61077786945e-07,3.43719979779e-13,1.91369302627e-08,3.72156614503e-06,1.4907042214e-06,2.49252980211e-06,5.1177735827e-08,1.53872463216e-07,4.50755521797e-08,3.18418533425e-05,1.15509771886e-11,5.95466190134e-06
351,3.7022327426e-09,1.92224796081e-08,3.53726791781e-12,3.44974632194e-10,2.42138185058e-07,2.48533155861e-11,4.50956960663e-09,3.58850365956e-06,7.63911489621e-10,4.36240421564e-09,2.10687511881e-09,5.27325482835e-06,4.04243110097e-08,1.10489218059e-05,3.92452648157e-09,4.27674926584e-08,1.96017868603e-09,3.53913975459e-07,2.20414676733e-07,8.81544186607e-13,2.46731151066e-08,2.16433848621e-09,4.91961282023e-06,1.53931779323e-07,4.23017176843e-09,8.05484887678e-05,1.82312137609e-10,1.6612832221e-09,6.06378625889e-06,4.72065977419e-07,5.50422418755e-09,6.26080298716e-11,3.04313978461e-08,1.30606449602e-05,9.34116133511e-14,1.76484231673e-08,9.89914855816e-13,4.23499299865e-12,1.08109535213e-10,8.33523738919e-09,4.29573173907e-12,8.33862330313e-13,1.83595678807e-13,2.72567320277e-12,6.54739906736e-08,1.19819930887e-12,1.89885884083e-06,4.25059090031e-14,2.95851287913e-10,5.23888088466e-09,1.25359969868e-14,1.7989890827e-11,7.56111330702e-06,3.02789349149e-09,1.10863531688e-08,8.12962852592e-09,1.20817349181e-11,1.77558945325e-08,1.87551406697e-12,8.27287084594e-15,5.39944194315e-05,1.60620843882e-12,0.999749958515,1.21472461335e-14,5.24177945493e-09,4.01462011723e-06,1.18900487678e-07,1.07150941765e-12,1.09938911308e-08,1.96322884165e-12,9.93246160874e-08,4.11039718972e-13,1.22027127986e-12,6.04230550039e-08,1.56989798938e-09,3.40053816217e-08,3.1444090387e-11,2.08141215374e-09,2.48019205e-12,3.04990912525e-08,1.30951660626e-09,8.78329853293e-10,5.10312436041e-17,7.86659539592e-12,1.21268812592e-13,8.55072546102e-09,4.24993316983e-07,1.54122049324e-12,5.5666271237e-07,4.02334103533e-11,4.10725810255e-15,1.00666266007e-05,2.74217018159e-06,4.14848800574e-05,7.77191286046e-14,1.07472253319e-09,9.2595459078e-10,4.7749710852e-09,6.28287580184e-07
352,1.04074993068e-09,2.15454918988e-13,3.75245624504e-12,9.52448999669e-08,2.40216310385e-12,3.01886036412e-16,1.75348824349e-09,2.42913605897e-11,1.21346631203e-13,2.25044117998e-13,2.693290503e-14,6.56533671872e-08,1.15358261138e-11,1.34396660467e-09,1.56108524545e-12,1.71826108572e-13,3.48192689958e-11,3.82524678599e-09,3.78300768489e-07,6.46841738158e-13,2.40932357398e-10,2.97916598617e-14,1.4544075666e-10,7.77110487071e-10,6.5425944662e-09,1.45340106883e-06,1.12666962619e-13,5.79999770434e-10,8.72675681718e-11,4.81323151908e-13,8.29266776775e-12,2.17891432978e-14,2.67094809811e-12,3.0194093753e-11,3.70313690465e-14,2.99796672947e-13,4.74199603195e-11,2.85812741746e-13,1.75007491138e-11,1.09390398961e-07,3.84759946126e-10,4.15947089055e-13,1.13132731373e-17,1.60313284869e-09,1.85506644768e-11,3.03425470513e-13,3.42691187927e-11,1.01136276003e-13,1.35109501712e-11,2.15655774488e-11,1.02845065363e-12,1.07261218096e-16,2.62173784904e-07,1.36535813038e-12,5.53192576111e-14,4.54490401748e-14,2.64390374342e-18,4.00025262914e-10,2.87510189267e-11,1.19019953669e-14,0.999903202057,3.85331279688e-14,7.26990692783e-05,2.23729757121e-17,1.61265874909e-16,2.38056632185e-08,2.98214959671e-11,1.02961140725e-14,1.69848406173e-11,1.34323162402e-12,9.36648536509e-10,5.20712182953e-14,3.08006822221e-17,2.79435941053e-09,2.48961236758e-15,1.68353143926e-11,1.41710792406e-11,2.59419014048e-11,4.95004730886e-17,1.14422080699e-08,1.97597389839e-11,4.41765152237e-10,1.096059972e-17,1.84759082796e-15,1.94058970529e-17,1.77289365411e-08,8.98584318065e-08,1.21482296445e-10,5.10280463988e-14,1.02102055977e-10,8.95883560784e-16,2.15741602005e-05,3.42776973472e-10,1.64507385492e-09,1.74231953192e-13,2.58883448012e-09,4.22469383921e-08,1.47224787916e-10,1.19237354365e-11
353,9.70981975379e-12,4.55415861476e-15,1.27280785911e-09,1.0219057458e-06,7.98193195567e-12,1.43763657662e-12,3.8357275689e-10,3.55419998987e-10,3.61594174741e-12,3.53130095694e-13,8.58978381757e-08,8.49718873042e-09,2.9123514711e-10,1.71442371411e-09,5.27483196011e-11,3.33454001444e-14,1.30361119035e-12,6.16888629068e-09,4.17547663112e-10,1.99479720936e-11,2.1289555134e-13,8.59029375411e-11,1.08397857357e-09,8.8939597874e-13,2.2436697833e-08,8.44084624418e-09,1.72906090487e-12,2.12714845738e-10,1.17980789582e-06,1.24740964225e-08,5.62293689654e-06,6.81004719283e-09,3.37537606754e-08,1.68921054922e-08,1.15363452124e-08,1.20038015985e-11,1.4470149523e-08,1.62812919071e-13,4.73708502979e-11,5.23873652791e-11,7.38819335572e-12,1.56370472126e-11,3.0098815107e-10,1.50571395352e-08,8.31372026777e-10,1.8431784099e-07,9.21535132647e-08,4.11660636135e-12,2.52813353585e-10,1.43270124653e-08,2.55037008401e-07,7.20986042136e-13,0.99723815918,5.61402885069e-07,9.3673874213e-11,1.57111159638e-07,1.95804134083e-13,3.14531525825e-11,1.82077963817e-10,1.04464729239e-13,4.26418228017e-06,7.54343202486e-12,1.98573033572e-07,5.58870241751e-11,2.62094262959e-10,4.00355748553e-09,4.58781030943e-08,1.7483101078e-10,5.90340687268e-06,1.8198405769e-06,4.13584097525e-12,1.99996093363e-13,3.09808466858e-13,1.36135753337e-07,5.51093188011e-15,1.13504249555e-07,1.53995943059e-13,1.3133501231e-11,1.33117407613e-13,0.000140444521094,5.65842130096e-11,0.00249701412395,1.14417427356e-12,1.24754695463e-09,9.12740410054e-14,1.25423216257e-09,2.51757537626e-05,3.02188916251e-12,3.49466484396e-12,2.1447214664e-12,1.1395893118e-09,2.12945425182e-10,7.59051690693e-05,1.37049234183e-08,8.72929593193e-12,2.36299573658e-11,1.30531827836e-06,8.11973144971e-12,3.33202017089e-08
359,6.56650733788e-10,1.00907357137e-06,3.78752541483e-12,6.26674614979e-11,6.3777772126e-12,4.57106835022e-12,3.19731151277e-11,3.53573940959e-12,5.07129925609e-07,3.65282387671e-11,7.7745183338e-13,5.77498212806e-07,2.96736253347e-08,1.70986527337e-06,2.78325878753e-05,7.86481177493e-13,2.90614025289e-05,2.92245019295e-08,7.71597452598e-09,3.79608744439e-09,3.14333493045e-13,8.8122426023e-12,2.9189917844e-11,3.25058244753e-14,1.34157077808e-11,2.82747519842e-10,3.26860172208e-05,6.54778261833e-07,4.57647483278e-13,9.09198415789e-17,3.44472714242e-13,1.50933966389e-13,5.01606236744e-14,5.01818443909e-15,7.97100937772e-13,5.87691245495e-14,6.27124840946e-09,2.3787495953e-13,1.67874351573e-12,1.87253990092e-10,2.46423170758e-09,1.45402793805e-06,1.97945392716e-13,1.6091183852e-06,5.4120295051e-11,1.91486106485e-12,4.48833461716e-13,5.59723275728e-06,1.32346244186e-07,2.33967529795e-08,4.85361917324e-10,4.02306726276e-15,1.09559739753e-11,7.13691258869e-13,1.05165196687e-15,1.41507071174e-16,4.63989849146e-13,2.71419220432e-10,1.45417686781e-07,2.20375939719e-09,9.27592669342e-09,8.51403976075e-15,2.59286092597e-10,1.06380525722e-07,3.29141862589e-16,8.2947015955e-14,1.79373049747e-08,8.64143478996e-12,2.67238894859e-13,1.99010113944e-11,1.22695408521e-12,1.26245147669e-08,3.85417696022e-12,2.17027937288e-10,4.8402899527e-13,1.74386095841e-11,1.11746301101e-09,2.25348321692e-05,1.33380306799e-09,2.88348226454e-15,1.57516465149e-11,1.64521972434e-11,1.49954926254e-09,2.05937752962e-10,5.27171188647e-13,5.09736359788e-08,1.17166573752e-12,4.16303208794e-07,2.647096084e-12,5.37646474186e-06,9.64730377561e-15,3.92952927086e-07,6.91231358651e-15,4.94527821471e-11,1.9764098397e-05,0.999848008156,1.11527453939e-08,1.12135637664e-07,1.98615457414e-10
361,1.25711507176e-13,7.34392407997e-11,2.37202683033e-14,1.01084609433e-11,7.21917876945e-06,7.61948282246e-10,4.09025452397e-11,1.0139415707e-07,2.22040823228e-11,1.06385833476e-08,0.00120454607531,5.3604032324e-10,6.36146135768e-10,5.44466936814e-11,3.51911277896e-11,4.58600334357e-13,5.54587192142e-12,5.15203385596e-13,7.61989027431e-10,1.28026615934e-15,1.16437026687e-09,5.94718052582e-10,1.16100840053e-09,5.37424438285e-10,2.76145491022e-12,3.75681097342e-10,3.3319272905e-13,2.35981698592e-13,2.53602684097e-06,1.65784840078e-07,1.04892712571e-10,2.99973179629e-09,2.49401876928e-09,2.05472048265e-08,2.52231385328e-14,3.12888846565e-06,1.42101762418e-15,4.36358631308e-16,4.84537167604e-14,2.47304546192e-15,2.63808576858e-20,1.33430572317e-16,1.83239770579e-10,8.9141747369e-15,1.26807989886e-07,7.09019052237e-13,0.000470792932902,1.90042125226e-16,6.59108509958e-13,6.17802919933e-10,3.8648251266e-12,5.59482032259e-06,2.43511403824e-05,1.88492424513e-06,2.89728313874e-06,0.00022973997693,7.89179637195e-08,6.80945800514e-17,3.15351462277e-18,4.09438320176e-15,8.21756065972e-11,3.36925404243e-10,1.76812278596e-07,2.23899793427e-14,0.985005021095,2.91645960715e-07,2.92501791677e-08,2.43354259812e-16,0.000140713673318,4.99086383332e-10,8.39528724317e-10,3.52460234935e-14,3.32237189149e-12,4.55910047492e-08,7.89330260886e-06,4.11676808199e-07,1.3877230619e-16,3.48819524697e-13,2.05631089933e-09,9.82607133437e-08,1.30118626984e-08,2.41578004534e-06,1.76136094163e-16,9.30842745106e-08,3.18003869765e-13,2.29817030071e-14,1.38573446051e-08,2.33265527276e-19,5.9172816691e-06,2.52519827972e-17,7.13937658992e-11,2.59168658756e-10,0.0127686653286,0.000115102855489,1.39414343929e-16,2.49006345233e-17,4.25073821628e-13,2.82645564939e-12,3.12622177034e-08
368,2.5885244667e-19,6.80984793808e-18,3.64439529221e-07,2.28989766873e-14,3.70009783514e-15,5.09809297e-07,9.77847868595e-15,4.87136969218e-13,4.56831422937e-15,4.85024714078e-18,7.50171591513e-10,2.87137202707e-20,2.1884158954e-16,1.59385048176e-18,3.84217588014e-19,3.15995907013e-14,1.34149703289e-17,6.78545110724e-13,1.66249036971e-14,1.1666745044e-12,2.10271088857e-22,1.95069085667e-13,3.0793005469e-19,1.21054120195e-25,1.97356410235e-17,2.49261492041e-22,6.9516159322e-12,1.36476863144e-09,2.91914242778e-10,2.430413804e-19,1.73668388698e-11,2.53384847826e-11,6.35765854025e-13,6.25314266793e-19,2.70546053116e-07,3.67618990804e-10,2.23975535113e-14,4.25548360084e-18,6.57021421094e-17,5.29084803734e-17,4.28792987445e-13,2.69575249955e-17,0.999784648418,3.99773928357e-15,5.16094360137e-07,1.96291229798e-11,4.3994573643e-16,5.75696106997e-16,1.39244650411e-19,2.85224894105e-14,8.73388980496e-13,9.947100435e-12,5.1763013499e-15,5.40450550728e-19,4.10690914152e-18,7.48066318733e-19,2.33475890531e-14,8.15107259033e-13,5.75240726164e-08,1.46262210676e-10,4.67153973252e-19,1.95751068133e-10,3.53123535848e-16,5.71626230794e-07,9.02971968031e-12,1.19838747671e-19,0.000209625490243,1.14284137709e-09,5.61738988658e-10,4.40658226353e-07,4.55058359309e-18,2.6808433945e-12,1.13130993462e-09,7.17507987247e-07,1.74772654841e-18,1.82920887638e-12,2.63317498231e-13,8.45023757998e-13,1.5356596203e-13,3.26534328943e-19,3.93904358955e-18,2.13502244151e-06,1.08044190483e-07,7.55411618675e-12,7.24231730143e-10,1.63100895027e-15,6.16894163248e-14,1.86419213399e-11,7.98649341105e-14,1.15693817374e-11,1.70588606352e-07,9.343422745e-19,2.67458312442e-11,7.86819058347e-19,7.21671724116e-12,2.37310404448e-15,1.19509268192e-17,5.11641979983e-17,1.52866833929e-18
370,1.03242058999e-11,1.21193040412e-12,1.57139857038e-06,2.26138325843e-08,1.32989886464e-11,4.09329731568e-12,2.10437836046e-08,8.12695332715e-15,1.75364741175e-13,5.49527159888e-11,3.7145826237e-13,2.49019194154e-10,6.33684253616e-14,2.722043424e-11,1.85074761072e-10,2.90861237005e-12,6.8510135065e-11,5.91820776413e-12,1.6162365668e-08,1.07798692195e-09,4.26580194779e-11,1.67968195797e-07,7.27836919623e-08,5.57071700769e-07,7.80238333391e-05,1.88627893749e-06,1.29220126353e-12,2.2078213533e-06,1.74189537461e-07,2.95564660746e-07,1.0520016076e-05,1.12044853395e-08,1.05646383568e-12,3.50813475491e-12,0.000278725870885,2.94568189285e-13,0.000123947873362,8.26427424272e-08,1.9111266738e-05,1.82849616976e-05,2.55385057244e-05,1.2072337921e-11,8.53390275113e-11,0.00166970817372,7.47646649452e-12,1.84277038073e-09,5.76450102929e-11,1.49930790005e-09,1.5934317199e-09,1.22607493602e-10,1.3131078731e-06,1.07747286841e-13,1.94629961925e-07,1.43044701084e-10,9.95860685582e-11,4.26537305476e-10,1.47351260967e-12,3.21545350346e-08,1.12945330866e-09,2.59853081275e-08,1.37911470688e-07,9.26085022002e-07,3.16087067631e-09,5.728202912e-10,8.16434268282e-13,1.33077609262e-12,6.29100016525e-09,5.12345877723e-06,6.02060140409e-07,7.06288574293e-06,1.81432628921e-08,6.38615382798e-10,1.18259413373e-09,2.60607517788e-08,2.25567313309e-14,2.88653866434e-12,3.51939632992e-07,4.47704806561e-08,9.0544607402e-13,8.00295822501e-07,5.47214565327e-11,2.29007673624e-06,1.79566335134e-08,1.32010834555e-11,2.14340142857e-11,5.49417622508e-09,4.52662440864e-09,5.48186953608e-08,3.37813002398e-13,1.69930802763e-09,7.03080900166e-08,4.1414000701e-11,8.60309479905e-12,1.5285845235e-13,1.50585793834e-11,1.35100275411e-09,0.997749865055,3.63027252703e-09,3.59105079006e-10
372,1.71707466023e-08,6.28667703495e-06,2.39353641074e-11,1.14083931191e-09,1.68517179377e-11,1.37991465476e-10,4.34735650257e-11,2.69495727817e-11,1.20847198559e-05,1.81305095937e-10,2.69822844623e-11,3.12058176632e-07,2.26715371809e-07,1.73244916368e-06,7.76089727879e-05,2.05420684803e-12,0.000216883549001,1.71107302549e-07,5.93454974052e-09,1.32857522317e-07,5.49876897488e-12,1.09210640531e-10,7.79983889976e-12,2.24194662536e-14,7.40022106094e-12,8.12337211387e-11,0.000263925467152,2.93872153634e-06,2.02895838151e-12,6.50135268226e-16,1.8146023963e-12,1.16820199347e-11,2.30182279487e-12,5.77612053172e-15,4.32812882756e-11,2.23331810402e-13,6.3970453823e-08,2.8653860968e-12,1.12200769509e-11,8.33756841345e-10,1.4357536493e-08,7.86038217484e-05,3.17610798772e-11,2.74488002105e-06,4.32527569316e-10,1.27068425226e-10,4.32343180354e-12,6.89367225277e-05,3.31280807586e-06,3.05555829527e-07,4.28766036009e-08,5.67721217259e-13,4.36457987807e-11,2.3891258763e-11,9.94319017178e-15,6.76800415977e-15,2.50631945753e-11,7.55250584294e-10,1.92311154024e-06,1.67149245556e-08,2.63192889705e-09,2.97676651124e-14,5.701449729e-11,2.46159311246e-06,2.35026604569e-14,2.96657663712e-13,7.19073227629e-08,1.64663404439e-11,4.49941516337e-12,9.80741265977e-10,3.13785103586e-13,4.98178636121e-08,2.5349153332e-11,2.78380124508e-10,1.69048351706e-11,5.28518562248e-10,5.64292612637e-09,4.83619805891e-05,6.891518467e-08,8.01528135042e-15,4.44021729107e-11,2.45839265611e-10,6.92711310535e-08,3.5775510554e-08,1.76680045594e-10,3.38309774861e-07,4.6264016923e-12,1.33067828756e-06,1.17232022701e-11,2.88309274765e-05,6.17809080804e-13,2.30948501212e-07,2.93777961756e-14,4.58407582726e-11,0.000782836345024,0.998396813869,4.95102625564e-09,1.78732278755e-07,3.49760287399e-09
373,3.8352671254e-05,1.49820976958e-07,1.06128434084e-14,5.56175869248e-11,3.2850092424e-08,1.44159476023e-11,5.39319744419e-09,2.89162841227e-07,2.55099166679e-07,0.000110310262244,1.84158022165e-09,1.7047538492e-08,6.34228314311e-08,4.99604553283e-08,2.59049066642e-08,3.43172956718e-09,3.19473940635e-07,3.17572912412e-11,1.75832371951e-06,1.18994210041e-08,0.998087346554,2.56730812824e-12,6.28823798587e-11,0.000111177978397,7.27808142642e-08,6.65372645869e-10,1.29434090113e-08,2.2770904628e-13,3.42816584009e-08,2.4094685358e-08,4.42797030596e-13,5.86989692963e-11,7.49648607079e-13,8.30993052148e-11,3.05133067251e-12,2.58439083467e-08,1.53596276323e-12,9.65643138784e-08,6.7828963779e-08,7.92967203012e-09,3.73908933329e-12,7.75340147641e-09,8.16918384881e-15,6.29230834104e-10,2.61793706288e-13,3.08266053742e-13,2.91300182198e-07,6.1993006284e-08,3.1653977203e-05,2.49572849498e-06,3.33799585195e-11,3.37388132721e-06,2.01349423246e-11,2.50635082466e-07,5.18768365509e-06,1.04814574797e-07,1.80782961934e-08,1.04325998795e-13,1.92953681868e-16,1.35397026924e-09,6.92403467895e-10,1.25378735172e-10,1.08091825421e-11,9.77204103227e-13,9.5608022832e-08,2.3546736827e-07,2.15208689052e-15,1.24237735917e-14,7.10974890072e-10,4.08257889301e-12,6.56725546833e-07,1.54408397179e-09,9.37962069125e-11,1.5446647867e-12,0.00160112557933,9.1440854888e-10,1.41863132352e-10,1.23862430729e-11,2.21520632948e-08,4.79688955224e-10,1.9823698949e-06,2.51189822794e-14,2.76898924796e-12,6.16794448849e-10,1.76052424194e-07,3.50771911517e-10,7.3051027033e-12,3.94777933217e-13,1.05311279697e-08,1.43563563815e-10,6.51616998207e-12,4.14922254777e-07,3.38189098947e-09,1.409534093e-06,4.39991272583e-12,1.97715303331e-12,7.9835044825e-12,1.58171031828e-10,3.54002271941e-09
378,2.24950127969e-10,1.95257490732e-10,1.78780549392e-11,6.59513879598e-14,4.63449306709e-10,1.65184007983e-06,8.13528004073e-06,8.13494160923e-09,1.30187856939e-07,2.8971720667e-07,3.91254346629e-12,2.90585638885e-10,4.1653875904e-09,3.98424043757e-10,9.94908933016e-10,4.34448782505e-10,5.87289678694e-12,7.95489975974e-12,1.81507274488e-11,1.71451844722e-07,7.32773752787e-09,1.39941701348e-13,3.42727083692e-12,4.42328751404e-09,8.84575257487e-09,3.78857034178e-14,1.22469309645e-05,1.5264764279e-13,1.85041038048e-10,1.68255381849e-10,6.24222624545e-13,2.90555548371e-11,4.1316850928e-14,1.9785031391e-09,1.71392477988e-09,6.87408974187e-09,1.45612006008e-07,3.09254869535e-06,6.03141131705e-07,8.55494581425e-12,2.12456732762e-10,1.79460257765e-09,5.57609236562e-10,9.17044440385e-10,9.26717361703e-13,1.1266412514e-07,1.79024520902e-11,2.21545542445e-05,1.12241799854e-07,9.04795682821e-10,1.38859557186e-09,1.73324843367e-09,1.55929132453e-12,1.20883059118e-09,4.47161596639e-08,7.34860956808e-12,3.85553290683e-11,1.3885371802e-13,2.37416308835e-09,0.992341756821,2.16270906484e-14,5.54781036044e-06,4.88472211627e-14,8.50501237437e-05,2.69814703913e-09,1.84070814147e-11,3.0904090593e-13,3.63526958536e-10,7.66596919277e-09,2.7638773048e-08,1.21436016798e-06,0.00360537436791,4.50801366014e-07,4.13912931707e-11,1.16385445725e-09,1.26506582987e-10,9.6661506177e-07,1.90814573343e-12,4.0807572077e-05,3.374720281e-09,0.000841095403302,2.43038250115e-12,0.00302532408386,1.2226133439e-09,3.36152379532e-06,1.67669766959e-10,9.18571815833e-12,1.76781895789e-08,1.10408154841e-10,6.44731421029e-11,1.40277236937e-07,2.14706134816e-11,2.75745182243e-09,2.79151285421e-11,9.20149179073e-10,8.52748760494e-10,1.13110736055e-10,1.79236084931e-14,2.20742803377e-13
381,9.21943101153e-15,4.19247325929e-14,1.69178367011e-15,1.81774614649e-18,1.93886968702e-08,1.11729605123e-05,2.13942059805e-17,9.79024370254e-13,1.91177402956e-14,1.49725297807e-13,6.69282673726e-09,8.12017900836e-12,3.55461950293e-14,5.87582673489e-12,1.60210766095e-13,2.0851013624e-11,8.62803535215e-13,4.05104439043e-16,8.79495942741e-08,2.1992548731e-18,3.75878790102e-15,7.82233381801e-13,9.83910218924e-13,9.44255587463e-17,6.24865861365e-15,5.84671776326e-15,1.9151853277e-15,3.41383394501e-16,3.32716751927e-08,5.89074754171e-17,5.30000542965e-14,1.10478973178e-15,8.66091612084e-16,3.04222563807e-10,6.64141262411e-17,0.999988436699,2.56812842231e-20,5.78229168848e-20,1.29890265765e-16,2.34211289399e-18,1.2637692282e-18,1.25400555014e-19,1.37089867236e-10,1.27187195695e-15,3.10770471856e-11,4.17102713875e-21,8.46825498613e-10,4.63022458124e-20,4.05337483946e-18,2.52502518894e-10,5.82773169221e-20,1.76273218244e-09,1.03133842273e-14,1.86312689452e-13,2.23877904063e-12,1.2821010974e-16,2.06212966702e-08,1.95769908323e-19,2.88525689989e-19,1.70764078333e-14,8.36797909339e-15,8.19582371262e-14,3.5491898049e-12,2.9785663519e-11,4.257036057e-09,3.58693283409e-12,8.24570722813e-09,4.72579417141e-15,6.44009964714e-13,1.88883824082e-14,3.42930803754e-08,9.54983825352e-09,6.52898290987e-11,6.63468213702e-08,3.87944831814e-09,1.92089278511e-11,3.03771558223e-17,1.67901543363e-11,1.47233128467e-10,1.19189788292e-18,8.95457858974e-08,1.78777884047e-16,1.29872425134e-16,2.40460138814e-15,2.19093260895e-17,4.17030136854e-18,5.82467923652e-15,1.86141551739e-16,1.29568622498e-08,2.15803418843e-18,9.3593974886e-16,1.13227399678e-10,7.51265716303e-09,9.94500148899e-10,2.3942075916e-19,1.25024900575e-15,5.45648657095e-20,5.58906924648e-13,5.5501690932e-16
